arch,requests,size,clients,delay,sort time,query time,client time
5,20,1000,5,0,6.980000,8.340000,228.400000
5,20,1500,5,0,16.750000,17.710000,420.600000
5,20,2000,5,0,29.230000,29.820000,671.600000
5,20,2500,5,0,51.340000,52.120000,1183.000000
5,20,3000,5,0,75.960000,76.990000,1711.800000
5,20,3500,5,0,105.170000,105.950000,2332.200000
5,20,4000,5,0,137.420000,138.170000,2986.800000
5,20,4500,5,0,181.460000,182.900000,3902.600000
5,20,5000,5,0,260.690000,262.140000,5651.200000
