arch,requests,size,clients,delay,sort time,query time,client time
0,20,1000,5,0,10.160000,15.400000,320.800000
0,20,1500,5,0,17.700000,19.020000,423.000000
0,20,2000,5,0,33.960000,35.170000,705.800000
0,20,2500,5,0,63.500000,64.990000,1322.200000
0,20,3000,5,0,76.140000,77.100000,1551.200000
0,20,3500,5,0,107.750000,108.980000,2181.400000
0,20,4000,5,0,149.480000,151.020000,3029.400000
0,20,4500,5,0,189.450000,190.910000,3827.400000
0,20,5000,5,0,233.990000,235.230000,4713.200000
