arch,requests,size,clients,delay,sort time,query time,client time
3,20,1000,5,0,4.410000,4.610000,465.800000
3,20,1500,5,0,8.070000,8.270000,821.600000
3,20,2000,5,0,13.750000,14.070000,1387.200000
3,20,2500,5,0,22.130000,22.480000,2214.800000
3,20,3000,5,0,32.220000,32.540000,3205.400000
3,20,3500,5,0,42.690000,42.950000,4229.400000
3,20,4000,5,0,57.840000,58.220000,5716.600000
3,20,4500,5,0,74.980000,75.320000,7392.000000
3,20,5000,5,0,95.740000,96.170000,9430.600000
